what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PropertiesFileEditor",1400229627565
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400229656425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229660515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229770144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229779664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229806604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229810654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229810794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229815494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229817094
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400229823354
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PropertiesFileEditor",1400229842164
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400229842274
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PropertiesFileEditor",1400229842274
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400229843594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400229847244
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400229853295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400229880737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400229891027
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400229893107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400229907664
